job_id,title,description,skills,rules_v2_prediction,human_label
418,DevOps Engineer / System Engineer Linux & Data (m/w/d),"Standort: Region Duisburg / Hybrid-Option Anstellungsart: Vollzeit Bereich: IT / System Engineering & Operations Tech Stack: Linux, PostgreSQL, Docker, Kubernetes, Proxmox, ETL/ELT, Data Engineering Für ein modernes, zukunftsorientiertes Technologieunternehmen wird zum nächstmöglichen Zeitpunkt Verstärkung gesucht. Das Unternehmen entwickelt maßgeschneiderte Softwareanwendungen, Datenstrukturen und zukunftsfähige IT-Infrastrukturen und bietet ein abwechslungsreiches Aufgabengebiet an der Schnittstelle von modernem Systembetrieb, Virtualisierung und zukunftsweisenden Datenlösungen. Aufgaben Infrastruktur & Plattformen: Du betreibst, wartest und entwickelst die internen IT-Systeme, Applikationsserver und produktiven Plattformen kontinuierlich weiter. Linux & Core Administration: Die Administration von Linux-Systemen, relationalen Datenbanken (z.B. PostgreSQL), Backup-Konzepten sowie Monitoring- und Deployment-Lösungen liegt in deiner Hand. Netzwerke & Virtualisierung: Du baust spezialisierte Netzwerke auf (inkl. Virtualisierung), übernimmst die Systemwartung und verantwortest die Migration sowie Betreuung kundenspezifischer Anwendungen. Hardware & IT-Security: Du betreust, modernisie",data scientist,DevOps & Cloud,DevOps & Cloud
310,Senior Full Stack Developer | Java / React (f/m/d),"Become a Part of ACCURIDS Join us and help shape the future of pharmaceutical data! At ACCURIDS, we’re building the data backbone behind life-science innovation — a system that identifies, links, and standardizes critical enterprise data in compliance with global standards such as ISO IDMP. We help global life-science companies launch products faster, more safely, and with better patient outcomes. At ACCURIDS, you’ll join a collaborative, growth-driven environment where your work makes a real impact from day one. As a key member of our Product Development team, you will operate with a high degree of autonomy while collaborating closely with backend and frontend engineers, QA, DevOps, and product owners. In this role, you will directly align with cross-functional engineering stakeholders and indirectly impact our customers through the features and fixes you deliver, while having direct access to our CTO as a trusted mentor and technical sparring partner How you’ll make an impact: End-to-End Feature Development: Deliver product features across the full stack, seamlessly moving between our React/TypeScript frontend and modern Java/Spring Boot backend, including the GraphQL and REST AP",software development,Software Engineering,Software Engineering
442,Senior Data Scientist (m/f/d),"At Flix, we offer a tech-driven environment where innovation meets real-world impact, with competitive pay, strong growth opportunities, and a culture of collaboration and ownership. We're looking for a motivated and skilled Senior Data Scientist to join our Team Greenrock – Demand Division . Our Tech team owns Flix's Revenue Management System (RMS), a production system with a direct commercial impact. We are looking for a colleague who will play an active role in shaping the next generation of the RMS by leveraging their deep expertise in revenue management. This is a hands-on senior role in a non-greenfield environment: delivering meaningful change requires care, conviction, and patience. About the Role Work closely with commercial stakeholders to translate business requirements into well-scoped projects and respond to operational inquiries. Translate revenue management theory and industry best practices into concrete, testable improvements, from idea and experimentation through to production rollout. Co-own the evolution of the entire system through regular collaboration and discussions with peers across your team and neighboring engineering teams. Contribute to the technical he",,Data > Data Science,Data > Data Science
319,Junior DevOps & Infrastruktur Engineer (m/w/d),"Aufgaben Du betreust gemeinsam mit dem Team unsere Cloud- und Infrastruktur-Landschaft (Azure) und übernimmst schrittweise Verantwortung für eigene Komponenten. Du automatisierst Deployments und Betriebsprozesse - vom CI/CD-Pipeline-Ausbau bis zu wiederkehrenden Ops-Aufgaben - und lernst dabei unseren Infrastructure-as-Code-Ansatz kennen. Du administrierst unsere firmeneigene Hardware und Systeme und sorgst für deren zuverlässigen Betrieb (z. B. Patch- und Update-Management, Netzwerkadministration, Microsoft Entra ID). Qualifikation Abgeschlossenes Studium der Informatik oder eine vergleichbare Ausbildung Erste praktische Erfahrungen mit Skript- und Konfigurationssprachen (z. B. Python) sowie Kenntnisse in Betriebssystemen wie Linux und Windows Ausgeprägtes Interesse an DevOps, Infrastruktur und Automatisierung – du arbeitest bei uns u. a. mit GitLab, Jenkins, Docker, Kubernetes, Ansible und Grafana. Teamfähigkeit, Eigeninitiative und eine strukturierte Arbeitsweise Sehr gute Deutschkenntnisse (mind. C1-Niveau) sowie sichere Englischkenntnisse in Wort und Schrift Benefits Kaffee, Snacks & Getränke Givve-Card Jobradleasing Betriebliche Altersvorsorge Weiterbildung NEXIS Retreat Brez",system and network administration,DevOps & Cloud,DevOps & Cloud
185,Project Lead / Project Manager (m/w/x),"Projektbeschreibung: Technologie begeistert Sie? Uns auch! Zur Verstärkung unseres Expertenteams bei unserem Kunden aus der Funk- und Kommunikationsbranche suchen wir einen Project Lead / Project Manager (m/w/x) in Festanstellung bei K-tronik. Wir freuen uns darauf, Sie persönlich kennen zu lernen - und gemeinsam mit Leidenschaft und Teamgeist an spannenden Projekten und zukunftsweisenden Technologien zu arbeiten. Aufgaben: Projekt-Roadmaps, Zeitpläne und Budgets definieren und pflegen sowie Meilensteine und Ergebnisse nachverfolgen Funktionsübergreifende Teams, die an den Projekten arbeiten, abstimmen und koordinieren Projektanforderungen gemeinsam mit den Stakeholdern erfassen, priorisieren und dokumentieren Risiken identifizieren und minimieren sowie Qualitätsstandards, Teststrategien und CI/CD-Pipelines sicherstellen Den Projektfortschritt an Stakeholder kommunizieren sowie Statusberichte und Management-Präsentationen erstellen Qualifikationen: Bachelorabschluss (oder höher) in Informatik, Informationstechnologie (IT), Ingenieurwesen oder einem vergleichbaren Fachgebiet oder Ausbildung sowie mindestens 5 Jahre Erfahrung in der Leitung von Softwareprojekten Ausgeprägtes analytis","management, team leader",Product & Management,Product & Management
584,Senior Software Developer (m/f/d) Java/Kotlin with Spring Boot,"Do you want to build software that truly makes an impact? At etalytics, we develop intelligent energy management solutions that help industrial companies reduce energy consumption, lower CO₂ emissions, and cut costs. With our AI- and data-driven products, we actively contribute to a more sustainable future. As a Senior Software Developer, you will join our backend team in Darmstadt and work on our etaONE® platform. You will take technical ownership, actively contribute to architectural decisions, and support the growth of our engineering team with your experience. If you care about clean code, modern architectures, and meaningful software, you will feel right at home with us. Tasks: Design, develop, and maintain scalable backend features – from REST APIs to the persistence layer – using Spring Boot with Java and/or Kotlin Actively contribute to the evolution of our cloud-native microservice architecture Continuously improve our system landscape using modern technologies such as Docker, Kubernetes, CI/CD pipelines, and asynchronous pub/sub mechanisms Provide technical and functional input for new product and solution ideas, including architecture and technology decisions Ensure high","information technology, associate's degree",Software Engineering,Software Engineering
250,Rockwell PharmaSuite MES Project Manager (all genders),"Begleite führende Unternehmen der Life-Sciences-Branche bei ihrer digitalen Transformation – mit innovativen Lösungen im Bereich Manufacturing Execution Systems (MES). Deine Mission Als Expert:in im Projektmanagement mit Spezialisierung auf Rockwell PharmaSuite verantwortest du die End-to-End-Umsetzung komplexer MES-Programme in einem stark regulierten Life-Sciences-Umfeld. Du steuerst globale Implementierungen, führst interdisziplinäre Teams und agierst als vertrauensvolle Ansprechperson für interne und externe Stakeholder. Dabei verbindest du technische Exzellenz mit strategischem Weitblick: Du übernimmst die Projektsteuerung, führst dein Team zielgerichtet und trägst aktiv zur Geschäftsentwicklung bei – stets im Einklang mit den unternehmerischen Zielsetzungen und höchsten Qualitätsstandards. Bei Accenture gestaltest du dir selbst das Umfeld, in dem du aufgehst – mit Arbeitsweisen, die zu dir passen. Du bleibst flexibel. Und wirst Teil eines Teams voller einzigartiger Menschen, die gemeinsam etwas bewegen. Aufgaben Führungsverantwortung in MES-Projekten. Du übernimmst eigenverantwortlich die Durchführung von komplexen Rockwell PharmaSuite MES-Projekten – von der Planung bis zum ",consulting,Product & Management,Product & Management
459,Senior Backend Engineer (m/f/d),"itemdrop digitizes the cloakroom: our event-tech platform from Düsseldorf handles drop-off and pick-up in seconds. Over one million check-ins, around 50 customers, and real-time payments in production, even when a thousand guests arrive at once at night. Next up: scaling across Europe. As a Senior Backend/Fullstack Engineer, you'll primarily evolve our Go services for exactly that: more venues, more peak load, new integrations, tougher reliability. Where it makes sense, you'll also pitch in on the web frontend. You'll work in a small senior team directly with our Tech Lead, help shape architecture decisions, and ship in short cycles. AI tools like Claude Code are part of our everyday work. Our tech stack: Go (Golang), Gin, OpenAPI/Swagger, MariaDB (GORM), InfluxDB, Sentry, Git & GitLab CI/CD, Docker, Linux, Angular 21 (TypeScript) and Tailwind CSS on the web frontend, Claude Code. Tasks Design, develop, and maintain scalable backend services in Go Design and implement performant, idiomatic REST APIs, including interfaces to internal and external systems as well as web and mobile clients Take responsibility for transactional data: payments and credits without data loss, even at peak",engineering,Software Engineering,Software Engineering
198,Senior Azure Cloud Platform Architect (m/w/d),"Die thinkGROUP ist eine erfolgreiche Systemhausgruppe, die ständig nach Innovation strebt und großen Wert auf die kontinuierliche Optimierung unserer internen Prozesse legt. Die Nutzung modernster Technologien ist kein Selbstzweck, sondern die Ausprägung unseres Innovationsgeistes und gelebter Kundenorientierung. Hervorragender IT-Service bedarf optimaler Systeme. Unser motiviertes Team gibt täglich sein Bestes, um unsere Kunden immer wieder neu zu begeistern. Wir suchen Dich zum nächstmöglichen Zeitpunkt als Teammitglied unseres Fachbereichs Cloud Computing & AI am Standort Nürnberg . Werde Teil der think about IT und unterstütze uns als Senior Azure Cloud Platform Architect (m/w/d). Die Tätigkeit kann ebenfalls in unseren Niederlassungen in Hamburg, Münster, Berlin, Mainz oder Bochum ausgeübt werden. Aufgaben Sie entwickeln moderne Cloud-Plattformen und schaffen die technologische Basis für Business-Anwendungen und KI-Lösungen. Dabei begleiten Sie unsere Kunden von der ersten Idee bis zum erfolgreichen Betrieb Konzeption, Entwicklung und Weiterentwicklung zukunftssicherer Cloud-Architekturen auf Basis von Microsoft Azure sowie Beratung bei der Modernisierung von IT-Landschaften D",it,DevOps & Cloud,DevOps & Cloud
290,Product Owner / App Manager m/w/d,"Was prettyTELCO von anderen Personalvermittlungen abhebt, ist unser Fokus auf die Vermittlung von Menschen, die nicht nur fachlich qualifiziert sind, sondern auch menschlich perfekt ins Unternehmen passen. 🤝🏻 Wir agieren deutschlandweit innerhalb der Telekommunikationsbranche und legen großen Wert auf einen persönlichen Ansatz. Wir nehmen uns Zeit, sowohl Unternehmen als auch Kandidaten kennenzulernen, um deren Wünsche und Anforderungen genau zu verstehen. Denn bei uns steht der Mensch im Mittelpunkt – niemand ist nur eine Nummer bei uns! 🚀 Aufgaben Aufnahme, Analyse und Bewertung operativer Anforderungen Enge Zusammenarbeit mit den Mobilfunk-Teams vor Ort Übersetzung der fachlichen Spezifikationen in strukturierte Briefings für das Entwicklerteam in Indien Konzeptionelle Weiterentwicklung der App mit klarem Fokus auf Usability Optimierung bestehender Prozesse und digitale Neugestaltung von Workflows Qualifikation Erste Erfahrung als Product Owner, im Produktmanagement oder in einer vergleichbaren Rolle wünschenswert Digital Native mit ausgeprägtem Verständnis für digitale Prozesse und Tools Sehr gute organisatorische Fähigkeiten sowie eine strukturierte und selbstständige Arbeitsw",project management,Product & Management,Product & Management
186,Software Developer C++ Marinekommunikationssysteme (m/w/x),"Projektbeschreibung: Technologie begeistert Sie? Uns auch! Zur Verstärkung unseres Expertenteams bei unserem Kunden aus der Funk- und Kommunikationsbranche suchen wir einen Software Developer C++ Marinekommunikationssysteme (m/w/x) in Festanstellung bei K-tronik. Wir freuen uns darauf, Sie persönlich kennen zu lernen - und gemeinsam mit Leidenschaft und Teamgeist an spannenden Projekten und zukunftsweisenden Technologien zu arbeiten. Aufgaben: Du entwickelst Full-Stack-Software in C++ für Produkte und Komponenten im Bereich der Marinekommunikation Du konzipierst technische Lösungsarchitekturen im Rahmen der Softwarearchitektur Du erstellst, dokumentierst und pflegst Software Du beantwortest umsetzungsbezogene Rückfragen Du führst Code-Reviews durch Du unterstützt fachlich das Test- und DevOps-Team Qualifikationen: Du hast ein technisches Studium mit Schwerpunkt IT, Systems Engineering, Nachrichten-/Kommunikationstechnik, Informatik oder eine vergleichbare Ausbildung Du bringst langjährige Erfahrung in der Entwicklung mit C++ mit, idealerweise auch Qt Du verfügst über Expertise in Software-Design-Patterns und -Prinzipien, idealerweise auch in Software-Craftmanship Du hast gute analy",software development,Software Engineering,Software Engineering
444,Senior Software Engineer - Mobile/Android (m/f/d),"At Flix, we offer a tech-driven environment where innovation meets real-world impact, with competitive pay, strong growth opportunities, and a culture of collaboration and ownership. We're looking for a Senior Software Engineer - Android (m/f/d) to help shape the future of Flix mobile experiences, making travel seamless for millions of users worldwide. In this role, you'll be a key contributor to developing high-quality, scalable, and user-friendly Mobile applications that enhance the passenger journey. You'll be joining the Android Team under the Mobile Cluster in our Customer Experience Stream - Demand Division. You will be a part of a diverse team of individuals including product owner, UX specialist, Agile tester and engineers. Our team is responsible for the travel onboarding journey and post-booking experience, ensuring our app is the most convenient travel companion for our passengers. Beyond our team, we also actively collaborate actively with our iOS and feature based teams in other streams and divisions to create a seamless, mobile experience. This involves delivery high quality work with end-to-end testing and a smooth transition to a fully integrated travel experience j",,Software Engineering,Software Engineering
133,Senior Consultant Azure Data Engineer (m/w/d),"Als Senior Consultant Azure Data Engineer unterstützt du ein strategisches Daten- und Reporting-Transformationsvorhabens mit Zielplattform Microsoft-Fabric. Der Fokus liegt auf der technischen Konzeption und Implementierung von Microsoft Fabric, beginnend mit PoC- und Pilot-Szenarien für ein gemeinsames Reporting aus SAS 9.4 und SAP BW mittels Power BI. Ziel ist es, die interne IT zu befähigen, die Plattform mittel- bis langfristig eigenständig weiterzuentwickeln und zu betreiben sowie eine fundierte Entscheidungsgrundlage für die Ablösung bestehender DWH-Plattformen zu schaffen. Aufgaben Zu Deinen Kernaufgaben zählen folgende Bereiche: Analyse der bestehenden Daten- und Reporting-Landschaften Erarbeitung technischen Zielarchitekturen auf Basis von Microsoft Fabric (OneLake, Lakehouse, Warehouse, Power BI Semantic Models) Definition geeigneter Integrations- und Migrationsszenarien (Koexistenz, schrittweise Ablösung, Parallelbetrieb) Technische Konzeption der Datenanbindung von SAS und SAP BW an Microsoft Fabric Konzeption performanter Datenmodelle und semantischer Schichten für Power BI sowie das Erstellen von Row-Level-Security-Konzepten Definition von Governance-, Security- und B","consulting, engineering",Data > Data Engineering,Data > Data Engineering
369,Machine Learning Ops Engineer - Personalization (m|w|d),"Everyone at idealo bases decisions on data. Our vision is to transform idealo from a transactional price comparison platform into a personalised shopping companion that inspires users throughout their entire product discovery journey. To make this vision a reality, we are looking for a Machine Learning Engineer (m|f|x) who is passionate about building scalable, cloud-native machine learning systems. Working in a cross-functional team alongside Product Managers, UX Designers, Software Engineers and Data Scientists, you will help create personalised experiences that make shopping more relevant, engaging and inspiring for millions of users. About your new role You will help shape one of idealo's most strategic product initiatives: Personalisation. You will work closely with our Data Scientists throughout the entire machine learning lifecycle. While they focus on developing and validating machine learning models, your focus will be designing the cloud infrastructure, ML pipelines and operational tooling that enable these models to run reliably, scale efficiently and continuously improve in production. In this role, you will: Build and operate scalable machine learning infrastructure on","internet and software, professional",AI/ML > Machine Learning,AI/ML > Machine Learning
427,Senior Full-Stack Engineer (m/f/d) - Station Management & Inventory,"We are looking for a motivated and curious Senior Full-Stack Engineer (Java/Kotlin) to join our team in Supply Division and drive customer station experience to the next level! In an ever growing network, Flix customers worldwide expect a comfortable and seamless experience at our stations as part of their travel experience. Our self-organized, cross-functional and distributed team builds products to enable Flix station managers to scale management of the station inventory, which a wide range of internal tech teams across Flix depend on, and overall serves to improve the experience at our stations for millions of passengers. In this role, you will continue to shape the product by driving innovation, solving complex challenges, and creating a lasting impact on our organization. About the Role You take ownership of roadmap epics as topic driver, aligning technical requirements and solutions across the team together with the product owner As part of the team you will work closely with business stakeholders on continuously developing and improving the product vision You always keep the business value in mind when making decisions You drive the development process using an agile environ",,Software Engineering,Software Engineering
354,Praktikum oder Abschlussarbeit im Bereich Cybersecurity / IT & OT-Security,"Du willst im Rahmen deines Studiums ein Pflichtpraktikum absolvieren oder deine Bachelor- oder Masterarbeit im Bereich Cybersecurity schreiben? (nur Pflichtpraktikum oder BA/MA, mind. 12 Wochen) Du hast Interesse, mit erfahrenen Experten an aktuellen Themen der IT- und OT-Sicherheit zu arbeiten? Dann bist du bei uns richtig. Wir arbeiten bis zu 100% remote aus Deutschland. Gleichzeitig bieten wir unserem Team flexible Arbeitszeiten, Zugang zur Weiterbildung und eine unterstützende Unternehmenskultur. Aufgaben Du wirst mit sehr erfahrenen Cybersecurity-Experten zusammenarbeiten. Unsere Profis verfügen über weitreichende Zertifizierungen im Bereich Cybersicherheit (OSCP, OSWE, OSEP, CRTO ...) Du unterstützt unsere Berater:innen in Kunden- oder internen Projekten und machst die IT-Welt damit sicherer Du führst Recherchen zu den modernsten IT- / OT-Security-Themen durch und arbeitest die Ergebnisse für Kunden oder interne Zwecke professionell auf Du unterstützt bei Aufgaben im Bereich Security Monitoring mit diversen SIEM Du unterstützt beim Parsing von IT/OT-Protokollen Bitte beachte: Wir bieten ausschließlich Praktika im Rahmen eines Pflichtpraktikums gemäß deiner Studienordnung oder","remote, it security",Cybersecurity,Cybersecurity
183,"(Senior) Machine Learning Engineer, Robot Learning (m/f/d)","Batch Robotics is revolutionizing how robots operate in factories — not through rigid programming or teaching by human demonstration, but with smart perception and AI intelligence. We are a team of 4 motivated people with +25 years of experience in industry and robotics. Our mission is to make robots smarter and more flexible, enabling batch-size-1 automation for surface treatment economically. Our technology helps factories in Europe to remain competitive with intelligent robotics. We are now looking for a Senior Machine Learning Engineer with technical excellence and entrepreneurial drive to join us in developing the next generation of AI-driven robotic systems! Tasks End-to-End ML Systems: Design, implement, and train state-of-the-art AI models for perception and control of robot arms. Data Pipelines & ML Ops: Collect real-world data from factory deployments to optimize model training and update models in the field. Simulation & Synthetic Data: Work and improve simulation-based tooling (e.g., NVIDIA Newton Physics Engine) for physical AI and scalable synthetic data generation. Model Development: Build ML components across perception and policy pathways, including video models, m",software development,AI/ML > Machine Learning,AI/ML > Machine Learning
510,Product Manager Agentic AI Education (m/w/d),"Agentic AI ist deine Welt – und du willst dich damit beschäftigen, statt ständig etwas verkaufen zu müssen? Du hast dich intensiv mit KI-Agenten beschäftigt, eigene Workflows oder Anwendungen gebaut und kennst Themen wie n8n, Make, APIs, Tool Calling, RAG, Vektordatenbanken oder MCP aus der Praxis? Dann bau mit uns den besten Agentic-AI-Kurs im deutschsprachigen Raum. Aufgaben Der Titel heißt Product Manager – gemeint ist aber jemand, der Lerninhalte baut, nichtverwaltet: halb Instructional Designer, halb Agentic-AI-Bastler. Du gestaltest das Produkt „Kurs“, von der ersten Demo bis zum fertigen Modul. Dabei beschäftigst du dich mit uns zusammen unter anderem mit folgenden Fragen: Was müssen Menschen heute über Agentic AI wissen? Welche Tools, Modelle und Frameworks sind wirklich relevant? Welche Agenten und Automatisierungen sollten Teil des Kurses sein? Wie lassen sich technische Inhalte verständlich und praxisnah vermitteln? Welche Übungen, Projekte und Demos bringen Teilnehmer wirklich weiter? Du unterstützt uns dabei, Inhalte zu strukturieren, praktische Anwendungen zu bauen, Lernmaterialien zu entwickeln und Referenten fachlich zu begleiten. Einzelne Inhalte kannst du später a",it,Product & Management,Product & Management
488,(Senior) Frontend Web Developer (w/m/d),"Mit den Marken Holzprofi24 und Leondo betreiben wir einige der führenden E-Commerce-Plattformen für Haus & Garten in Europa. Wir kombinieren modernste Web-Technologien, datengetriebenes Onlinemarketing und leistungsstarke Logistik, um unseren Kund:innen ein herausragendes Einkaufserlebnis zu bieten. Unsere Shops sind in mehreren europäischen Märkten aktiv und wachsen dynamisch – mit starkem Fokus auf User Experience, Performance, Skalierbarkeit und moderne Frontend-Architekturen. Konzeption und Umsetzung moderner, performanter und nutzerfreundlicher User Interfaces für unsere europaweiten Onlineshops Weiterentwicklung und Optimierung unserer Frontend-Architektur (insb. mit Vue.js / Nuxt) Enge Zusammenarbeit mit UX/UI-Designern, Backend-Developern, Product Ownern und Stakeholdern Analyse von User-Anforderungen, Erstellung von technischen Konzepten, Maßnahmenplänen und Aufwandsschätzungen Performance-Optimierung bestehender Systeme mit Fokus auf Ladezeiten, Core Web Vitals und Conversion Sicherstellung von Code-Qualität durch Reviews, Testing und saubere Architektur Sehr gute Kenntnisse in JavaScript, TypeScript, HTML und CSS Sehr gute Kenntnisse in modernen JavaScript-Frameworks, id","information technology, high school coursework",Software Engineering,Software Engineering
247,Senior Product Manager (Fintech/Insurance),"At TechBiz Global, we are providing recruitment service to our TOP clients from our portfolio. We are currently seeking an Senior Product Manager specialist to join one of our clients ' teams. If you're looking for an exciting opportunity to grow in a innovative environment, this could be the perfect fit for you. Tasks As a Senior Product Manager you will be responsible for the success of client’s product from start to finish. Specifically, this means: -Strategy & Roadmap: You develop a clear vision, translate company goals into tangible product objectives, and maintain a prioritized roadmap. -Backlog & Planning: You write clear user stories, ensure the backlog remains organized, and make sure everything aligns with sprint and quarterly goals. -Discovery & Validation: You conduct structured discovery, evaluate ideas and solutions, and derive decisions from them. -Delivery & Quality: You work closely with Engineering and QA to ensure features are launched on time and with high quality – including test cases and release notes. -Metrics & Impact: You define success criteria, track usage and performance, and optimize them based on measurable results. -Stakeholder Alignment: You communi",product management,Product & Management,Product & Management
285,Python Developer - Django (m/w/d),"Du arbeitest strukturiert, behältst auch in komplexen Situationen den Überblick und hast Freude daran, Software zu entwickeln, gründlich zu testen und zuverlässig zu deployen? Dann passt du perfekt zu uns. Wir suchen einen Python Developer, der gemeinsam mit Produktmanagement und Entwicklern die Qualität unseres Kernprodukts sicherstellt und kontinuierlich weiterentwickelt. Wir sind ein dynamisches, hoch motiviertes Team mit familiärem Umgang. Als Ausgleich zur Remote-Arbeit treffen wir uns einmal pro Monat in Dülmen und zweimal pro Jahr für Team-Events an besonders spannenden Orten dieser Welt. Aufgaben Du entwickelst neue Features , integrierst diese sauber ins System und führst Code-Reviews durch, um eine hohe Qualität sicherzustellen. Du testest neue Features, integrierst sie in das Produktivsystem und kümmerst dich um die notwendige Dokumentation . Du prüfst und optimierst unsere Merge-, Release- und Deployment-Prozesse sowie unsere CI/CD-Pipelines. Qualifikation Technisches Verständnis von Python-basierten Webanwendungen (z. B. Django, Vue.js, Docker, Kubernetes, REST-APIs, Linux). Erfahrung im Umgang mit Code-Reviews , Qualitätssicherung und sauberen Entwicklungsprozessen. G",software development,Software Engineering,Software Engineering
305,AI & Data Engineer (m/w/d),"PeakSoft GmbH entwickelt innovative Softwarelösungen in den Bereichen Künstliche Intelligenz, Data Engineering und Cloud-Technologien. Für den Ausbau unseres AI-Teams suchen wir einen motivierten AI & Data Engineer, der moderne Datenplattformen mit Machine Learning und Large Language Models verbindet. Aufgaben Entwicklung intelligenter AI- und Data-Lösungen Aufbau und Weiterentwicklung von Datenpipelines und Data-Produkten Arbeiten mit modernen AI-Modellen, Machine Learning und Large Language Models (LLMs) Entwicklung von Lösungen auf Basis von Snowflake und Cortex Integration von AI-Funktionen in Webanwendungen Entwicklung von Backend-Services mit Node.js Entwicklung moderner Frontends mit React Optional: Entwicklung und Integration von ServiceNow-Lösungen Zusammenarbeit mit Kunden bei der Analyse und Umsetzung technischer Anforderungen Qualifikation Studium oder vergleichbare Ausbildung im Bereich Informatik, Data Science oder einer ähnlichen Fachrichtung Gute Kenntnisse im Bereich Data Engineering und Datenmodellierung Erfahrung mit Machine Learning und Large Language Models Erfahrung mit Snowflake und idealerweise Cortex Sehr gute Kenntnisse in Node.js Gute Kenntnisse in React ","remote, it",Data > Data Engineering,AI/ML > Machine Learning
426,Senior Full-Stack Engineer (Python & .NET) (f/m/d),"Join Apaleo and Shape the Future of Hospitality Tech! At Apaleo, we're revolutionizing the hospitality industry with our AI-first property management platform, giving businesses the power to build a tech ecosystem that enhances both guest experiences and staff efficiency. With seamless integrations to hundreds of apps through the Apaleo Store, our platform simplifies operations, elevates the guest journey, and drives revenue growth. Are you ready to make an impact? We're looking for a Senior Full-Stack Engineer (Python & .NET) (f/m/d) to join our dynamic team and help shape the future of hospitality technology! What You'll Be Up To Develop and maintain scalable backend services hosted on AWS with a strong focus on Python-based applications and AI-driven products. Contribute to full stack development initiatives, including backend APIs and selected frontend components using TypeScript , HTML , and CSS . Balance speed and quality, ensuring maintainable, reliable, and production-ready code without overengineering . Mentor and support junior AI engineers by providing technical guidance, architectural feedback, and best practices. Collaborate closely with product stakeholders, AI engine",,Software Engineering,Software Engineering
122,Project Engineering Manager - Core Spreads Manufacturing,"Location: Pratau, Germany On-site About the position As a Project Engineering Manager – Core Spreads Manufacturing, you will be responsible for leading, coordinating, and delivering engineering and capital investment projects across the Core Spreads manufacturing network, with a primary focus on the Pratau and Katowice factories. The role is critical to strengthening manufacturing capability by implementing technically robust, safe, compliant, and cost-effective solutions that improve safety, quality, sustainability, reliability, capacity, and overall operational performance. The role covers the full project lifecycle, from initial business needs definition, feasibility assessment, concept development, budgeting, technical design, and supplier selection through installation, commissioning, qualification, operational handover, and post-implementation review. You will ensure that projects are delivered on time, within the approved budget, in accordance with company engineering standards, and in full compliance with safety, quality, food safety, GMP, and regulatory requirements. You will: Lead engineering and capital expenditure projects within the Core Spreads factories, ensuring cle",,Product & Management,Product & Management
197,Senior Microsoft AI & Copilot Engineer (m/w/d),"Die thinkGROUP ist eine erfolgreiche Systemhausgruppe, die ständig nach Innovation strebt und großen Wert auf die kontinuierliche Optimierung unserer internen Prozesse legt. Die Nutzung modernster Technologien ist kein Selbstzweck, sondern die Ausprägung unseres Innovationsgeistes und gelebter Kundenorientierung. Hervorragender IT-Service bedarf optimaler Systeme. Unser motiviertes Team gibt täglich sein Bestes, um unsere Kunden immer wieder neu zu begeistern. Wir suchen Dich zum nächstmöglichen Zeitpunkt als Teammitglied unseres Fachbereichs Cloud Computing & AI am Standort Nürnberg . Werde Teil der think about IT und unterstütze uns als Senior Microsoft AI & Copilot Engineer (m/w/d). Die Tätigkeit kann ebenfalls in unseren Niederlassungen in Hamburg, Münster, Berlin, Mainz oder Bochum ausgeübt werden. Aufgaben Konzeption, Entwicklung und Implementierung intelligenter KI-Lösungen auf Basis von Microsoft Copilot, Azure AI und souveränen KI-Technologien zur produktiven und sicheren Nutzung künstlicher Intelligenz Entwicklung von Automatisierungs- und Assistenzlösungen mit Microsoft Copilot, Copilot Studio, Power Automate und Microsoft Graph Design, Aufbau und Weiterentwicklung von A",it,AI/ML > Generative AI & LLM,AI/ML > Generative AI & LLM
187,Senior Software Engineer C++ (m/w/x),"Projektbeschreibung: Technologie begeistert Sie? Uns auch! Zur Verstärkung unseres Expertenteams bei unserem Kunden aus der Funk- und Kommunikationsbranche suchen wir einen Senior Software Engineer C++ (m/w/x) in Festanstellung bei K-tronik. Wir freuen uns darauf, Sie persönlich kennen zu lernen - und gemeinsam mit Leidenschaft und Teamgeist an spannenden Projekten und zukunftsweisenden Technologien zu arbeiten. Aufgaben: Du entwickelst komplexe, performante und skalierbare Softwarelösungen in C++ Du treibst die Automatisierung voran, schreibst aussagekräftige Unit- und Integrationstests (z. B. mit Catch2) und optimierst unsere CI/CD-Pipelines Du unterstützt durch fachliche Führung von Junior- und Mid-Level-Entwickler:innen und förderst deren technische Weiterentwicklung durch aktives Mentoring Du fungierst als technischer Ansprechpartner bei komplexen Problemen und führst regelmäßige Pair-Programming-Sessions durch Qualifikationen: Du bringst fundierte, mehrjährige Berufserfahrung in der professionellen Softwareentwicklung mit Fokus auf modernes C++ (23) und Qt mit Du bist sicher in der Anwendung von Software-Design-Patterns und hast Erfahrung in der Architekturkonzeption komplexe",software development,Software Engineering,Software Engineering
